,Video ID,Published Date,Title,View Count,Like Count,Comment Count,Channel Title,Subscriber Count
213,27edJ7raEyk,2024-04-13T16:57:00Z,Battle Mage Secrets Weekly Challenge! Five Alive Ruleset | Splinterlands,8,1,0,RTonline,360
214,E1_iVSamaU0,2024-03-28T20:58:01Z,Why is Runic Skyclaw So Useful to the Team? | Splinterlands Social Media Challenge,10,1,0,RTonline,360
215,EqNlz7olsdE,2024-03-27T23:14:09Z,Splinterlands Карточная игра на блокчейне. Обзор #КриптоСреда Выпуск 3   Ru-En-De,41,12,1,Vicky Streams,76
216,1TPPhqOxZqo,2024-03-26T03:33:25Z,"sps is getting consistent, splinterlands daily reward 11 bronze chest 3.26",21,2,0,Prisslo's games,59
217,YvYQgjFn7Tk,2024-03-17T14:16:17Z,today Splinterland gaming video #viral #viralvideo #splinterlands #highlights,4,0,0,aburihan 2021,24
218,cTs0K6b7C_8,2024-04-07T20:42:30Z,splinter fit splinterlands talk Weigh in 124.5 starring bill and MRCRIPPLE new season changes SPS,3,1,0,How to make a dollar ,3800
219,IEZr5-LbAlo,2024-03-20T13:07:00Z,splinter fit  how to train back stoics rules splinterlands modern battles,2208,4,0,How to make a dollar ,3800
220,pE6z0qJTB0o,2024-03-31T16:38:44Z,battle mage secret splinterlands 31 maret 2024,12,0,0,AHMAD BADRUD DUJA,163
221,oqq2upGLQcY,2024-04-02T09:57:44Z,récompense du 2 avril sur splinterlands,15,3,0,H1r0 Mrtlm,11
222,1AsDp0fWKjA,2024-03-21T02:07:26Z,"lot of sps for bronze chest, splinterlands daily reward 10 bronze chest. 3.21",3,2,0,Prisslo's games,59
223,OHccG6kSvgI,2024-04-15T03:14:19Z,Opening another Gladius case from splinterlands 4.15,1,1,0,Prisslo's games,59
